0.0000000017972,0.0626
0.0000000012875588,0.104
0.0000000008096736,0.283
0.0000000005983325,1.16
0.0000000005785671992,1.59
0.0000000005590758816,2.46
0.0000000005542465977,2.81
0.0000000005494349281,3.34
0.000000000544640971,3.94
0.0000000005398648244,4.51
0.0000000005379593747,4.65
0.0000000005360567966,4.94
0.0000000005351065864,5.14
0.0000000005341570965,5.28
0.0000000005332083276,5.38
0.0000000005322602805,5.43
0.0000000005313129561,5.53
0.0000000005303663551,5.56
0.0000000005294204782,5.6
0.0000000005284753264,5.6
0.0000000005275309003,5.59
0.0000000005265872007,5.53
0.0000000005256442285,5.46
0.0000000005247019844,5.37
0.0000000005237604692,5.21
0.0000000005228196837,5.12
0.0000000005218796286,4.95
0.0000000005209403048,4.98
0.0000000005190638541,4.78
0.0000000005171903378,4.57
0.0000000005153197622,4.18
0.0000000005134521336,3.9
0.0000000005115874582,3.58
0.0000000005069387315,3.12
0.0000000005023086,2.78
0.0000000004976971617,2.43
0.0000000004931045148,2.15
0.0000000004885307572,1.93
0.0000000004839759872,1.76
0.0000000004659487436,1.3
0.0000000004482331464,1.01
0.000000000413762,0.718
0.0000000001500416,0.228
0,0.175
