0.000000001089781814,1.01
0.000000001065577015,1.32
0.0000000010415081,1.89
0.000000001029526561,2.42
0.000000001017581347,3.17
0.000000001012813608,3.6
0.000000001010431981,3.92
0.000000001008051858,4.1
0.000000001005673243,4.54
0.000000001003296145,4.79
0.000000001000920568,5.21
0.0000000009997333525,5.37
0.0000000009985465199,5.62
0.0000000009973600709,5.84
0.0000000009961740063,6.01
0.0000000009949883269,6.05
0.0000000009938030336,6.08
0.000000000992618127,6.19
0.0000000009914336081,6.28
0.0000000009902494775,6.38
0.000000000989065736,6.46
0.0000000009878823844,6.48
0.0000000009866994236,6.49
0.0000000009855168543,6.45
0.0000000009843346772,6.29
0.0000000009831528933,6.14
0.0000000009819715031,6
0.0000000009807905076,5.84
0.0000000009796099076,5.68
0.0000000009784297037,5.43
0.0000000009772498968,5.19
0.0000000009760704878,4.97
0.0000000009748914772,4.76
0.000000000972534655,4.43
0.0000000009701794364,4.27
0.0000000009678258278,4
0.0000000009654738353,3.77
0.0000000009584276181,2.99
0.0000000009467168328,2.27
0.0000000009350478652,1.77
0.0000000009234215,1.49
0.0000000009002997152,1.11
0.0000000017972,0.13
0.0000000012875588,0.35
0.0000000008096736,0.54
0.000000000413762,0.17
0.0000000001500416,0.12
0,0.11
